3.31981094,0.99546099
3.31981094,0.99546099
3.3858058,0.99880429
3.30482785,1.00083319
3.83125528,0.9998579
3.32155486,0.99512112
3.02466296,1.00628874
3.02466296,1.00628874
3.02466296,1.00628874
2.64555901,0.99895814
2.49067028,1.00214872
2.40590167,1.0015503
2.40590167,1.0015503
2.59543368,1.00411894
2.59543368,1.00411894
2.58574218,1.00141292
3.07679439,0.99995792
3.41255316,1.00287351
3.37578859,1.00615409
3.59909472,0.98964391
3.69819013,1.00009936
3.61833277,0.99924688
3.70127878,1.00167055
3.48518838,1.00188234
3.46038796,1.00135658
3.47906628,1.00314001
3.429313,1.00255106
3.63507782,0.99479899
3.66533377,1.00331417
3.66533377,1.00331417
3.62275482,1.00449714
3.5969528,1.00245123
3.5969528,1.00245123
3.61259581,1.00158519
3.03253654,0.99802728
3.78893106,0.99770945
3.30726831,1.00137238
3.26528922,0.99813162
3.1863853,0.9964906
3.30469785,1.00514452
3.25046066,0.99394433
3.55349166,1.00536351
3.77300867,0.99155002
3.80440902,1.00086284
3.73841582,1.00001673
3.18798412,1.00728107
3.25130995,0.99883512
3.2158827,0.99678036
3.34806263,0.9925107
3.68616914,0.99984415
3.60656953,0.99968363
3.86326349,0.99648097
3.86326349,0.99648097
3.77678251,0.99426385
3.78553849,0.99468015
3.72608415,0.99445216
3.74927679,0.99970396
3.84812125,0.99840198
3.80227911,0.99689104
3.86363264,0.99580886
3.89262416,0.99277649
2.93928605,0.99885235
2.94021207,0.99858104
4.06060797,0.9949566
3.76628659,0.99530752
3.76628659,0.99530752
3.49864993,0.99291285
3.46847117,0.995198
3.59777196,1.00373858
3.45703635,0.99786576
3.45703635,0.99786576
3.52347838,0.99894119
3.6505127,0.99521028
3.84039807,0.99833159
3.51266931,0.99879769
3.4693218,1.00238014
3.349223,1.00644369
3.15624251,0.99851973
2.97774312,1.00523516
3.10341468,1.00234852
3.10341468,1.00234852
3.14289208,1.00000892
3.15101009,1.00014134
3.4799539,0.9998221
3.00613378,0.99585889
3.15910462,0.98965334
3.15910462,0.98965334
3.11417131,0.98980929
3.25839795,0.99909351
3.19272759,1.00294336
3.29001209,0.99437794
3.25419165,0.99812407
3.25419165,0.99812407
3.27463828,0.9986006
3.27210606,1.00406478
3.26351664,1.00064776
3.30948237,1.00122592
3.33574868,0.9960446
3.35235819,0.999553
3.3419733,0.99910213
3.36752485,0.99654724
3.64059009,0.99533436
3.64059009,0.99533436
3.68406835,0.99946639
3.65848831,1.00045019
3.70529484,1.0023957
3.81885965,0.99111968
3.82511714,0.99399773
3.82511714,0.99399773
3.74523292,0.99569462
3.74523292,0.99569462
3.75872802,0.99422474
3.7066942,0.99368573
3.40670249,0.99424505
3.33524427,0.9966916
3.56196596,0.99950158
3.21799206,0.9979925
3.22790967,1.00000786
3.20638437,1.00002833
3.15603883,1.0014174
3.1781913,1.00216853
3.20019004,0.99824105
3.21887715,1.0057199
3.14474032,0.99816005
3.30732103,0.99966161
3.86819239,0.99694273
3.79440861,0.98895774
3.73524267,1.00289334
3.71909875,1.00096056
3.65042535,0.99619523
3.69576793,0.99665147
3.80304917,1.00053122
3.73136256,1.00043048
3.75227113,0.9994657
3.68944952,0.99804384
3.58278033,0.99681194
3.5504788,1.00017121
3.87932305,0.99225608
3.34605374,1.00424078
3.09221667,0.99734033
3.25548306,1.00250462
3.22050483,0.99785121
3.35362216,0.99285263
3.34892881,0.99224541
3.37377017,1.00544995
3.34800764,1.00396328
3.85726419,0.99579852
3.88016381,0.99710653
3.89544479,0.99707949
3.89544479,0.99707949
3.81374277,1.0039685
3.85265339,1.00220795
3.72824878,0.9939887
3.92764013,0.99431873
2.67272107,1.00152304
2.75820407,1.00497623
2.91685586,0.99871002
2.86216536,1.00492007
3.44097791,0.99668649
3.44838383,1.00034052
3.44838383,1.00034052
3.29989637,0.99842084
3.49199098,1.00266346
3.43425681,1.00335633
3.43085487,0.99914991
3.44342502,1.00292884
3.15206345,1.0065401
3.12981315,1.00279675
3.12981315,1.00279675
3.09861681,1.0041094
3.1029135,0.99598937
3.1511754,0.99739886
3.02366798,0.9985058
3.21332047,0.99937839
3.44634061,1.00091112
3.16861928,0.99735093
3.24400032,1.00136519
3.27098622,1.0034821
3.26302132,1.0034549
3.23667061,1.00268449
3.19841773,0.99756951
3.02694877,1.01007994
3.06043604,1.00585824
3.06043604,1.00585824
3.73135174,0.99338351
3.73135174,0.99338351
3.33979327,1.00190259
3.40822568,1.00136835
3.18896003,1.00073552
2.74449353,1.00301332
2.65629368,1.00606448
2.5019304,1.00003096
3.31557139,1.00353329
3.01064924,0.99658606
3.04892707,0.99692935
3.02048898,0.99634046
3.20459895,0.99993554
3.13938293,1.00127398
3.14211077,1.00177725
3.1274611,1.00301742
3.68490534,1.00267831
3.76445767,0.99778382
3.0475572,1.00056375
3.21871652,1.00288186
3.40520118,0.99727301
3.36272845,0.99671282
3.45075486,0.99874594
3.45362947,0.99867575
3.33410287,0.99719332
3.34457293,0.99582229
3.77950582,0.99169515
3.77950582,0.99169515
3.85673135,0.99950712
3.87893401,0.99658807
3.96127124,1.00119089
3.83328811,0.99529483
3.84160395,0.99102136
3.29721657,0.99777485
3.44377453,0.99914032
3.37796481,0.99772277
3.38382783,1.00043573
3.47202159,1.00317282
3.47202159,1.00317282
3.47331558,0.99509938
3.662356,0.99945944
3.68179773,1.00092019
3.36444154,1.00140147
3.3198392,0.99763327
3.3198392,0.99763327
3.21918752,1.00087936
3.10207668,1.00164843
3.10207668,1.00164843
3.15304675,0.99982315
3.1546019,1.00077022
3.04370327,1.00283668
