4.07011066,1.01046635,2.99186671,-3.02339723,6.05953883,-1.00707688
4.06940739,1.01054831,2.99147947,-3.02398267,6.06019876,-1.00707246
4.07019617,1.01048899,2.99197512,-3.02353547,6.05978097,-1.00702622
4.06943365,1.01051853,2.99153748,-3.02388293,6.0598817,-1.00711132
4.07020434,1.01051519,2.99186176,-3.02371279,6.05974514,-1.00715309
4.06982529,1.01034027,2.99222155,-3.02363485,6.05991516,-1.0069278
4.07044179,1.01016839,2.99229792,-3.02385006,6.05951392,-1.00677791
4.06956214,1.01081992,2.99193515,-3.02366298,6.06015801,-1.00732844
4.06979595,1.01030889,2.99133766,-3.02398163,6.05952856,-1.00699144
4.06908339,1.01062463,2.99158465,-3.02363764,6.05994905,-1.00708615
4.06961515,1.01007831,2.9910425,-3.02379859,6.05998938,-1.00693564
4.06946003,1.01051827,2.99120445,-3.02403611,6.05985109,-1.00700595
4.06983849,1.01069108,2.99211924,-3.02363917,6.05988773,-1.00721337
4.0708879,1.009789,2.99315893,-3.0237341,6.05993521,-1.00707326
4.06973719,1.01072274,2.99221877,-3.02369561,6.05996937,-1.00716458
4.06976358,1.0108434,2.99209148,-3.02364165,6.05991256,-1.00719418
4.07019114,1.01023316,2.99183688,-3.02391574,6.05976033,-1.00693988
4.07019114,1.01023316,2.99183688,-3.02391574,6.05976033,-1.00693988
4.06976295,1.01065504,2.99235946,-3.02374416,6.06008293,-1.00703607
4.07010343,1.01023836,2.99211613,-3.02390388,6.05995949,-1.00704713
4.07043976,1.01074761,2.9926039,-3.02358481,6.0597012,-1.00703596
4.07004757,1.0104198,2.99290997,-3.02331653,6.05985104,-1.00688505
4.07039403,1.01024768,2.99282114,-3.0236347,6.06001958,-1.00682953
4.07038015,1.0107535,2.99238265,-3.02368371,6.05946673,-1.00705166
4.07035721,1.01041485,2.9925137,-3.02380231,6.05981929,-1.00682841
4.06980084,1.01059824,2.99250046,-3.02392193,6.0598249,-1.00702325
4.0702474,1.01050953,2.99254444,-3.02406894,6.06003726,-1.0070621
4.06780667,1.01055027,2.98825879,-3.02358209,6.05967855,-1.00705061
4.06691802,1.01045407,2.98852116,-3.02343923,6.05997386,-1.00714538
4.06847482,1.01071225,2.99045109,-3.02382303,6.05968671,-1.00729949
4.06842383,1.01041697,2.99078429,-3.02342707,6.05995951,-1.00675108
4.0686865,1.01044024,2.99062689,-3.02349478,6.05984406,-1.00698963
4.07164994,1.01053964,2.99343828,-3.02396736,6.05980847,-1.00710143
4.07173465,1.01058388,2.99438809,-3.02355657,6.05977989,-1.00709394
4.07173465,1.01058388,2.99438809,-3.02355657,6.05977989,-1.00709394
4.07167304,1.01028411,2.99435509,-3.02371347,6.05980779,-1.007151
4.07173365,1.01070783,2.99389179,-3.02376484,6.05952404,-1.00710249
4.08097672,1.01020151,3.00284042,-3.0238877,6.06001926,-1.00717227
4.08083954,1.01022047,3.00269991,-3.0240827,6.05991419,-1.00669247
4.06104202,1.01041433,2.97877569,-3.0239871,6.05976247,-1.00712195
4.06125924,1.01058983,2.97842302,-3.02348163,6.05990866,-1.00694623
4.06121932,1.01058849,2.9787952,-3.02387326,6.05990974,-1.00707655
4.06125593,1.01054526,2.97899273,-3.02361421,6.05982504,-1.00698967
4.06143049,1.01075391,2.97889705,-3.02362803,6.05977863,-1.00729991
4.06158415,1.01013075,2.9793584,-3.02371822,6.05993789,-1.00675028
4.06124172,1.01090436,2.9788541,-3.02382726,6.05975099,-1.0072042
4.06133767,1.01015338,2.97866922,-3.02380176,6.06001254,-1.00689951
4.06108689,1.01012887,2.97779433,-3.02400809,6.05996018,-1.00689584
4.06096638,1.01014305,2.9779334,-3.02387821,6.05993911,-1.00699046
4.07171902,1.01026817,2.99482092,-3.02352974,6.05986028,-1.00675911
4.07215715,1.01075381,2.9942643,-3.02399276,6.05981252,-1.00714018
4.07134046,1.01021686,2.99419003,-3.02353356,6.05988223,-1.00699647
4.07146995,1.01048877,2.99350465,-3.02405896,6.05990406,-1.00722115
4.07128694,1.01059677,2.99369695,-3.02386848,6.06000026,-1.00719118
4.07165781,1.01053117,2.99386113,-3.02369505,6.05960641,-1.00730397
4.07180355,1.01055856,2.99412643,-3.02380574,6.05999669,-1.00694617
4.07209624,1.01055888,2.99419226,-3.02372188,6.05953312,-1.00695684
4.07207423,1.0106404,2.99467231,-3.02351226,6.05984919,-1.00722639
4.0721818,1.01054519,2.99467333,-3.02342637,6.05982326,-1.00739018
4.0721818,1.01054519,2.99467333,-3.02342637,6.05982326,-1.00739018
4.07242442,1.01061346,2.99502508,-3.02389095,6.05971384,-1.00679793
4.0711019,1.01028907,2.99376698,-3.02400576,6.05988036,-1.00720015
4.07153393,1.01092446,2.99364349,-3.02370758,6.05988563,-1.00692985
4.07151616,1.0103919,2.99382856,-3.02335589,6.05958802,-1.00684115
4.07009168,1.01081408,2.99200491,-3.02402762,6.05986532,-1.00717975
4.06997396,1.01031666,2.99239902,-3.02334907,6.05974636,-1.00710998
4.07003738,1.01071306,2.99187843,-3.02406871,6.05994411,-1.00696539
4.0698179,1.01048399,2.99179789,-3.02404629,6.05991121,-1.00688776
4.06992003,1.01047549,2.99149986,-3.02371553,6.0596449,-1.00717534
4.07164323,1.01060144,2.99394928,-3.02392721,6.06017087,-1.00704802
4.07146467,1.01030451,2.99344477,-3.02354953,6.05977875,-1.00714183
4.07158137,1.01048506,2.99389564,-3.02382877,6.06000908,-1.00716064
4.07131832,1.01064365,2.99383131,-3.02345069,6.05975664,-1.00693747
4.0715112,1.01030758,2.99371172,-3.02388499,6.06025411,-1.00705008
4.07170733,1.01046853,2.99385187,-3.02383854,6.05991939,-1.00713826
4.07134827,1.01028643,2.99376513,-3.02327799,6.06002179,-1.0070545
4.07151098,1.01065144,2.99363744,-3.02410713,6.05963101,-1.00710397
4.07146513,1.01069293,2.99346673,-3.02420979,6.05979436,-1.00735434
4.07113139,1.01063745,2.99345974,-3.02390918,6.05999301,-1.00705744
4.07217298,1.01037369,2.99441419,-3.02357709,6.05966904,-1.00709746
4.07197661,1.0102933,2.99417781,-3.02370591,6.05982055,-1.00717115
4.07168625,1.01091452,2.99431032,-3.02385916,6.05978347,-1.00678862
4.07168625,1.01091452,2.99431032,-3.02385916,6.05978347,-1.00678862
4.07168502,1.01086719,2.99429878,-3.02387254,6.05974816,-1.00682367
